.\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java, java.org.jfree.chart.renderer.category, BoxAndWhiskerRendererTest, 398, 40, 9.95
.\java\org\jfree\data\time\YearTest.java, java.org.jfree.data.time, YearTest, 328, 47, 6.98
