.\CompositeTitleTest.java, org.jfree.chart.title, CompositeTitleTest, 83, 20, 4.15
.\DateTitleTest.java, org.jfree.chart.title, DateTitleTest, 55, 15, 3.67
.\ImageTitleTest.java, org.jfree.chart.title, ImageTitleTest, 6, 16, 0.38
.\ShortTextTitleTest.java, org.jfree.chart.title, ShortTextTitleTest, 40, 9, 4.44
.\TextTitleTest.java, org.jfree.chart.title, TextTitleTest, 81, 25, 3.24
.\TitleTest.java, org.jfree.chart.title, TitleTest, 39, 11, 3.55
